id,country,income
205,Country B,24892.96
206,Country B,10162.98
207,Country B,5144.65
208,Country B,9387.7
209,Country B,16550.26
210,Country B,16148.77
211,Country B,8516.55
212,Country B,7273.21
213,Country B,12893.72
214,Country B,56952.94
215,Country B,9986.79
216,Country B,5826.05
217,Country B,8094.55
218,Country B,12354.77
219,Country B,8443.32
220,Country B,5518.57
221,Country B,9297.62
222,Country B,23149.23
223,Country B,8502.71
224,Country B,5173.8
225,Country B,13702.6
226,Country B,5938.51
227,Country B,13959.5
228,Country B,21641.49
229,Country B,69662.37
230,Country B,16946.98
231,Country B,12423.39
232,Country B,24737.4
233,Country B,14077.43
234,Country B,168159.58
235,Country B,5015.04
236,Country B,6041.87
237,Country B,41971.27
238,Country B,5644.05
239,Country B,8348.45
240,Country B,10600.88
241,Country B,52023.79
242,Country B,8259.78
243,Country B,50044.68
244,Country B,19313
245,Country B,8414
246,Country B,9431.83
247,Country B,24677.03
248,Country B,26089.98
249,Country B,9147.13
250,Country B,5273.64
251,Country B,12967.08
252,Country B,21343.5
253,Country B,15625.48
254,Country B,8673.62
255,Country B,141220.83
256,Country B,6078.9
257,Country B,33993.26
258,Country B,8546.97
259,Country B,8136.47
260,Country B,7588.19
261,Country B,6694.8
262,Country B,30862.79
263,Country B,13803.45
264,Country B,5248.54
265,Country B,9135.16
266,Country B,28481.13
267,Country B,5647.86
268,Country B,19831.41
269,Country B,5350.49
270,Country B,5550.84
271,Country B,28287.45
272,Country B,6169.07
273,Country B,9948.6
274,Country B,28387.71
275,Country B,5559.2
276,Country B,12883.91
277,Country B,13493.73
278,Country B,11001.46
279,Country B,9481.52
280,Country B,11928.74
281,Country B,9718.09
282,Country B,67782.23
283,Country B,21450.21
284,Country B,5076.64
285,Country B,13171.46
286,Country B,23224.05
287,Country B,9326.36
288,Country B,159210.15
289,Country B,12792.4
290,Country B,106530.47
291,Country B,5659.35
292,Country B,6560.51
293,Country B,13642.98
294,Country B,11429.19
295,Country B,13027.61
296,Country B,40668.41
297,Country B,6369.07
298,Country B,7762.8
299,Country B,26740.83
300,Country B,98351.59
301,Country B,9401.53
302,Country B,10118.34
303,Country B,57415.35
304,Country B,13198.31
305,Country B,5596.55
306,Country B,5322.68
307,Country B,11283.98
308,Country B,24761.18
309,Country B,13469.03
310,Country B,13963.01
311,Country B,34684.2
312,Country B,5091.62
313,Country B,9185.05
314,Country B,39412.89
315,Country B,19282.72
316,Country B,5323.2
317,Country B,14376
318,Country B,7240.84
319,Country B,5474.07
320,Country B,5040.37
321,Country B,10408.8
322,Country B,11244.14
323,Country B,27311.96
324,Country B,15134.32
325,Country B,8216.73
326,Country B,5300.23
327,Country B,12203.26
328,Country B,5806.48
329,Country B,6633.87
330,Country B,6415.67
331,Country B,5355.81
332,Country B,956110.21
333,Country B,24548.57
334,Country B,11109.43
335,Country B,7034.33
336,Country B,9459.3
337,Country B,8630.02
338,Country B,13579.72
339,Country B,5974.98
340,Country B,14573.73
341,Country B,10876.27
342,Country B,40224.49
343,Country B,6079.99
344,Country B,12162.4
345,Country B,81282.03
346,Country B,80251
347,Country B,5206.94
348,Country B,11777.46
349,Country B,6028.67
350,Country B,5427.02
351,Country B,10208.12
352,Country B,8073.8
353,Country B,48299.87
354,Country B,24003.39
355,Country B,6497.37
356,Country B,9539.84
357,Country B,6943.22
358,Country B,5220.82
359,Country B,9176.04
360,Country B,9631.64
361,Country B,8275.75
362,Country B,7247.67
363,Country B,15145.3
364,Country B,5089.03
365,Country B,7332.23
366,Country B,7998.52
367,Country B,7621.18
368,Country B,5350.01
369,Country B,11338.19
370,Country B,14762.8
371,Country B,40294.77
372,Country B,13393.12
373,Country B,6360.2
374,Country B,35663.76
375,Country B,6732.29
376,Country B,5150.47
377,Country B,20135.6
378,Country B,34495.8
379,Country B,61880.72
380,Country B,5881.16
381,Country B,8015.04
382,Country B,9638.91
383,Country B,12010.75
384,Country B,15119.38
385,Country B,7799.39
386,Country B,5950.78
387,Country B,37740.84
388,Country B,5163.42
389,Country B,23494.29
390,Country B,42181.98
391,Country B,5693.73
392,Country B,8759.12
393,Country B,7206.39
394,Country B,17979.57
395,Country B,6643.34
396,Country B,9285.11
397,Country B,5156.14
398,Country B,5443.24
399,Country B,8392.36
400,Country B,47225.11
401,Country B,134435.06
402,Country B,8930.29
403,Country B,7464.86
404,Country B,10658.24
405,Country B,5591.92
406,Country B,34635.09
407,Country B,5087.36
408,Country B,15868.76
409,Country B,42966.87
410,Country B,11443.27
411,Country B,30519.72
412,Country B,8010.77
413,Country B,17285.48
414,Country B,6638.04
415,Country B,26656.57
416,Country B,25605.43
417,Country B,16174.08
418,Country B,6220.5
419,Country B,10490.82
420,Country B,57695.65
421,Country B,32832.57
422,Country B,9418.65
423,Country B,5092.35
424,Country B,5995.73
425,Country B,8504.32
426,Country B,49053.88
427,Country B,9703.69
428,Country B,12778.63
429,Country B,6904.72
430,Country B,8916.43
431,Country B,8904.9
432,Country B,8469.04
433,Country B,10061.53
434,Country B,43141.72
435,Country B,5325.03
436,Country B,177898.27
437,Country B,10762.89
438,Country B,18154.63
439,Country B,37144.54
440,Country B,9415.82
441,Country B,7270.75
442,Country B,5369.25
443,Country B,12080.21
444,Country B,5728.89
445,Country B,14207.19
446,Country B,9718.6
447,Country B,27175.18
448,Country B,6020.23
449,Country B,7121.64
450,Country B,56159.58
451,Country B,10396.35
452,Country B,11168.26
453,Country B,6844.04
454,Country B,7182.54
455,Country B,10917.62
456,Country B,13964.8
457,Country B,16400.73
458,Country B,7059.35
459,Country B,5509.59
460,Country B,5784.21
461,Country B,11265.91
462,Country B,45426.95
463,Country B,5889.18
464,Country B,48746.67
465,Country B,32849.94
466,Country B,7370.86
467,Country B,13446.42
468,Country B,21312.5
469,Country B,11242.83
470,Country B,5689.04
471,Country B,12522.55
472,Country B,1484440.18
473,Country B,5420.68
474,Country B,5219.83
475,Country B,9282.33
476,Country B,9755.24
477,Country B,7836.26
478,Country B,5447.89
479,Country B,22989.84
480,Country B,6165.44
481,Country B,17750.13
482,Country B,8065.14
483,Country B,5813.26
484,Country B,29047.3
485,Country B,5501.58
486,Country B,10009.42
487,Country B,5510.93
488,Country B,16776.62
489,Country B,43226.66
490,Country B,69295.72
491,Country B,5089.45
492,Country B,9394.78
493,Country B,5786.25
494,Country B,10713.39
495,Country B,9308.33
496,Country B,21863.69
497,Country B,6353.71
498,Country B,14035.49
499,Country B,23870.94
500,Country B,97590.88
501,Country B,28249.72
502,Country B,22522.44
503,Country B,8835.74
504,Country B,5998.27
505,Country B,32701.49
506,Country B,5514.8
507,Country B,8085.8
508,Country B,26554.74
509,Country B,5464.92
510,Country B,16519.31
511,Country B,25936.47
512,Country B,6286.18
513,Country B,17938.53
514,Country B,14025.26
515,Country B,8850.42
516,Country B,12954.66
517,Country B,25375.15
518,Country B,15796.05
519,Country B,12434.24
520,Country B,8048.04
521,Country B,6014.52
522,Country B,5309.46
523,Country B,5855.76
524,Country B,30078.96
525,Country B,7277.32
526,Country B,6900.95
527,Country B,99611.84
528,Country B,5373.51
529,Country B,9492.01
530,Country B,15788.27
531,Country B,5720.89
532,Country B,18005.01
533,Country B,6124.36
534,Country B,7303.52
535,Country B,10536.63
536,Country B,38693.21
537,Country B,688753.64
538,Country B,8668.09
539,Country B,8766.14
540,Country B,19171.62
541,Country B,6677.92
542,Country B,5174.38
543,Country B,8854.92
544,Country B,22814.85
545,Country B,8245.71
546,Country B,6353
547,Country B,7110.83
548,Country B,18302.18
549,Country B,12587.44
550,Country B,13473.27
551,Country B,5453.93
552,Country B,20336.99
553,Country B,6983.61
554,Country B,28068.76
555,Country B,34914.26
556,Country B,39492.33
557,Country B,5394.1
558,Country B,15264.68
559,Country B,5556.07
560,Country B,6255.63
561,Country B,6103.56
562,Country B,19779.08
563,Country B,69855.21
564,Country B,84317.52
565,Country B,14913.61
566,Country B,12494.5
567,Country B,6516.04
568,Country B,16595.71
569,Country B,8867.26
570,Country B,6351.65
571,Country B,7410.14
572,Country B,19925.14
573,Country B,5030.44
574,Country B,4456241.12
575,Country B,19704.42
576,Country B,7431.04
577,Country B,170326.54
578,Country B,116605.68
579,Country B,7708.66
580,Country B,8145.06
581,Country B,16936.23
582,Country B,5378.41
583,Country B,7062.56
584,Country B,7316.55
585,Country B,19563.23
586,Country B,9455.09
587,Country B,5059.36
588,Country B,5030.11
589,Country B,9997.13
590,Country B,6694.84
591,Country B,13594.22
592,Country B,5856.83
593,Country B,10332.79
594,Country B,5017.49
595,Country B,6032.62
596,Country B,9359.92
597,Country B,8561.13
598,Country B,12741.67
599,Country B,65369.55
600,Country B,9846.32
601,Country B,9164.95
602,Country B,14996.58
603,Country B,6230.54
604,Country B,14087.31
605,Country B,8895.46
606,Country B,9500.95
607,Country B,6284.01
608,Country B,24092.3
609,Country B,10173.99
610,Country B,8779.24
611,Country B,9518.82
612,Country B,8761.26
613,Country B,6945.79
614,Country B,12402.35
615,Country B,5820.76
616,Country B,5366.29
617,Country B,35109.82
618,Country B,19707.83
619,Country B,9353.22
620,Country B,13328.78
621,Country B,9610.09
622,Country B,7956.85
623,Country B,18367.75
624,Country B,6542.46
625,Country B,25953.48
626,Country B,6838.95
627,Country B,15913.61
628,Country B,10490.85
629,Country B,6642.47
630,Country B,9561.5
631,Country B,12821.9
632,Country B,17257.83
633,Country B,18934.43
634,Country B,17166.91
635,Country B,8215.68
636,Country B,6713.47
637,Country B,34604.57
638,Country B,8842.91
639,Country B,5746.1
640,Country B,6696.61
641,Country B,13691.29
642,Country B,32589.72
643,Country B,8090.06
644,Country B,5871.01
645,Country B,8824.23
646,Country B,6869.3
647,Country B,9137.09
648,Country B,12330.2
649,Country B,5158.24
650,Country B,5364.53
651,Country B,19869.91
652,Country B,5204.71
653,Country B,5621.25
654,Country B,6840.73
655,Country B,8940.07
656,Country B,9451.69
657,Country B,20108.73
658,Country B,36954.73
659,Country B,9594.62
660,Country B,13759.99
661,Country B,6258.91
662,Country B,5474.05
663,Country B,12933.5
664,Country B,5917.01
665,Country B,18651.77
666,Country B,6303.47
667,Country B,8269.13
668,Country B,10555.65
669,Country B,5827.17
670,Country B,14789.57
671,Country B,9627.72
672,Country B,6200.01
673,Country B,43670.95
674,Country B,11225.78
675,Country B,38484.5
676,Country B,28833.22
677,Country B,18571.55
678,Country B,15406.99
679,Country B,14283.46
680,Country B,11737.95
681,Country B,9273.57
682,Country B,5595.59
683,Country B,6430.61
684,Country B,5203.37
685,Country B,13045.55
686,Country B,5915.65
687,Country B,28959.39
688,Country B,30562.06
689,Country B,6588.69
690,Country B,8430
691,Country B,7701.21
692,Country B,30940.02
693,Country B,5607.63
694,Country B,5804.43
695,Country B,72417.23
696,Country B,6759.27
697,Country B,8616.51
698,Country B,5249.9
699,Country B,5416.82
700,Country B,9897.83
701,Country B,6307.79
702,Country B,9056.16
703,Country B,20044.18
704,Country B,6676.25
705,Country B,6289.53
706,Country B,6764.61
707,Country B,21034.22
708,Country B,14331.78
709,Country B,13282.1
710,Country B,8128.52
711,Country B,5574.14
712,Country B,5603.91
713,Country B,11444.68
714,Country B,6513.59
715,Country B,6095.1
716,Country B,6619.91
717,Country B,11455.37
718,Country B,14321.23
719,Country B,59938.96
720,Country B,7049.1
721,Country B,20444.71
722,Country B,7523.16
723,Country B,27951.25
724,Country B,11784.68
725,Country B,13687.2
726,Country B,5972.26
727,Country B,11917.01
728,Country B,10216.84
729,Country B,10228.7
730,Country B,7775.58
731,Country B,10998.52
732,Country B,5188.58
733,Country B,5130.67
734,Country B,5403.96
735,Country B,43599.06
736,Country B,9519.86
737,Country B,12803.87
738,Country B,7051.44
739,Country B,7406.08
740,Country B,5704.86
741,Country B,5236.29
742,Country B,8102.77
743,Country B,8609.82
744,Country B,5268.14
745,Country B,5520.53
746,Country B,10849.2
747,Country B,67618.93
748,Country B,6217.84
749,Country B,5345.89
750,Country B,11665.17
751,Country B,16992.28
752,Country B,41531.43
753,Country B,11310.82
754,Country B,21939.31
755,Country B,28778.51
756,Country B,16270.17
757,Country B,8366.01
758,Country B,26321.15
759,Country B,5167.12
760,Country B,5254.41
761,Country B,5033.78
762,Country B,6765.99
763,Country B,27502.59
764,Country B,301036.65
765,Country B,6934.64
766,Country B,6981.34
767,Country B,5388.67
768,Country B,10892.73
769,Country B,10577.72
770,Country B,8581.24
771,Country B,10772.98
772,Country B,37803.89
773,Country B,11590.7
774,Country B,20443.93
775,Country B,6613.06
776,Country B,252229.88
777,Country B,5381.81
778,Country B,5478.52
779,Country B,6390.38
780,Country B,5218.88
781,Country B,7518.15
782,Country B,7214.6
783,Country B,11561.41
784,Country B,53421.59
785,Country B,6896.35
786,Country B,29980.23
787,Country B,14612.92
788,Country B,7449.51
789,Country B,11338.16
790,Country B,50227.68
791,Country B,5680.18
792,Country B,11461.79
793,Country B,7075.89
794,Country B,142690.81
795,Country B,7850.49
796,Country B,15304.04
797,Country B,11112.97
798,Country B,26674.57
799,Country B,5916.15
800,Country B,27565.34
801,Country B,5432.27
802,Country B,5480.13
803,Country B,20965.25
804,Country B,8651.71
805,Country B,8797.99
806,Country B,24561.11
807,Country B,8835.64
808,Country B,18328.37
809,Country B,15054.57
810,Country B,9077.37
811,Country B,24745.76
812,Country B,5372.79
813,Country B,9151.01
814,Country B,7626.86
815,Country B,6466.67
816,Country B,7611.01
817,Country B,5324.99
818,Country B,44773.64
819,Country B,111592.84
820,Country B,8523.22
821,Country B,17219.84
822,Country B,7322.6
823,Country B,11658.2
824,Country B,71588.78
825,Country B,69921.86
826,Country B,5167.37
827,Country B,18190.13
828,Country B,244811.06
829,Country B,18767.32
830,Country B,61365.38
831,Country B,17616.2
832,Country B,11027.26
833,Country B,200866.95
834,Country B,12104.56
835,Country B,7975.65
836,Country B,7731.3
837,Country B,15934.04
838,Country B,7035.88
839,Country B,5296.95
840,Country B,668077.61
841,Country B,6158.01
842,Country B,6025.33
843,Country B,48661.6
844,Country B,8189.29
845,Country B,8555.34
846,Country B,28040.85
847,Country B,15299.64
848,Country B,12400.77
849,Country B,5987.46
850,Country B,23159.88
851,Country B,8812.12
852,Country B,6314.23
853,Country B,14725.63
854,Country B,10275.11
855,Country B,7087.92
856,Country B,88062.44
857,Country B,8269.92
858,Country B,5313.85
859,Country B,10319.41
860,Country B,5294.85
861,Country B,5096.29
862,Country B,7021.29
863,Country B,14316.36
864,Country B,19565.85
865,Country B,13507.63
866,Country B,5733.32
867,Country B,56863.58
868,Country B,21993.31
869,Country B,9400.37
870,Country B,12831.9
871,Country B,5983.89
872,Country B,5641.24
873,Country B,155780.8
874,Country B,5911.99
875,Country B,11061.37
876,Country B,7064
877,Country B,31906.85
878,Country B,9527.42
879,Country B,5349.01
880,Country B,8092.08
881,Country B,5413.1
882,Country B,6381.93
883,Country B,7462.04
884,Country B,6107.77
885,Country B,5358.04
886,Country B,24023.51
887,Country B,20914.7
888,Country B,37804.56
889,Country B,5884.94
890,Country B,6032.28
891,Country B,15159.61
892,Country B,10030.89
893,Country B,7515.11
894,Country B,11844.25
895,Country B,11536.6
896,Country B,5404.2
897,Country B,11331.25
898,Country B,50309.62
899,Country B,6755.21
900,Country B,6878.04
901,Country B,38315.33
902,Country B,88105.09
903,Country B,11069.25
904,Country B,242158.24
905,Country B,8178.1
906,Country B,5252.35
907,Country B,12668.63
908,Country B,17017.83
909,Country B,8521.19
910,Country B,32134.86
911,Country B,11734.64
912,Country B,13198.14
913,Country B,5241.47
914,Country B,5424.35
915,Country B,6329.91
916,Country B,6361.63
917,Country B,5006.57
918,Country B,8024.6
919,Country B,19163.91
920,Country B,28792.16
921,Country B,6122.1
922,Country B,5080.02
923,Country B,5079.38
924,Country B,30403.82
925,Country B,7595.3
926,Country B,5711.17
927,Country B,27741.06
928,Country B,11966.11
929,Country B,24996.23
930,Country B,10054.06
931,Country B,9366.08
932,Country B,5227.09
933,Country B,5454.68
934,Country B,5275.59
935,Country B,6251.21
936,Country B,39733.7
937,Country B,179846.67
938,Country B,12991.47
939,Country B,17179.56
940,Country B,6123.52
941,Country B,9193.35
942,Country B,8920.62
943,Country B,49033.39
944,Country B,12609.97
945,Country B,6374.42
946,Country B,11463.63
947,Country B,377643.38
948,Country B,6665.74
949,Country B,8317.37
950,Country B,50441.39
951,Country B,12525.52
952,Country B,10787.51
953,Country B,13780.12
954,Country B,6515.15
955,Country B,11380.9
956,Country B,7583.15
957,Country B,7539.6
958,Country B,6054.84
959,Country B,7232.66
960,Country B,6997.1
961,Country B,10838.9
962,Country B,7145.48
963,Country B,115174.87
964,Country B,5967.52
965,Country B,47529.39
966,Country B,5474.62
967,Country B,49979.95
968,Country B,21082.13
969,Country B,6227.17
970,Country B,19993.97
971,Country B,11001.89
972,Country B,10086.57
973,Country B,7725.74
974,Country B,8072.46
975,Country B,58151.98
976,Country B,21928.49
977,Country B,14406.59
978,Country B,11702.87
979,Country B,6709.15
980,Country B,30466.11
981,Country B,10431.98
982,Country B,104350.78
983,Country B,9932.12
984,Country B,6108.52
985,Country B,9617.85
986,Country B,17524.31
987,Country B,5549.31
988,Country B,30296.89
989,Country B,15645.9
990,Country B,5574.33
991,Country B,6417.28
992,Country B,37787.65
993,Country B,5969.83
994,Country B,5709.97
995,Country B,32265.31
996,Country B,28090.18
997,Country B,8432.19
998,Country B,58560.48
999,Country B,9207.29
1000,Country B,355564.82
1001,Country B,5769.04
1002,Country B,55532.26
1003,Country B,5942.73
1004,Country B,8553
1005,Country B,9151.16
1006,Country B,136917.66
1007,Country B,8354.9
1008,Country B,6653.99
1009,Country B,17567.9
1010,Country B,5993.39
1011,Country B,10598.79
1012,Country B,8215.61
1013,Country B,25773.86
1014,Country B,20736.4
1015,Country B,23733.38
1016,Country B,5848.16
1017,Country B,33795.38
1018,Country B,15708.88
1019,Country B,6080.75
1020,Country B,14288.85
1021,Country B,5657.42
1022,Country B,83186.89
1023,Country B,12781.32
1024,Country B,13859.79
1025,Country B,29583.15
1026,Country B,11763.95
1027,Country B,9731.26
1028,Country B,71916.57
1029,Country B,5054.92
1030,Country B,5435.37
1031,Country B,5091.37
1032,Country B,23286.13
1033,Country B,77552.96
1034,Country B,27158.35
1035,Country B,12139.06
1036,Country B,8483.83
1037,Country B,5289.13
1038,Country B,7415.58
1039,Country B,9385.03
1040,Country B,42261.9
1041,Country B,5252.53
1042,Country B,12560.16
1043,Country B,11888.16
1044,Country B,7533.21
1045,Country B,6594.23
1046,Country B,20450.44
1047,Country B,7925.97
1048,Country B,5801.15
1049,Country B,5002.7
1050,Country B,243979.31
1051,Country B,5933.37
1052,Country B,19783.24
1053,Country B,33090.23
1054,Country B,6920.71
1055,Country B,15463.82
1056,Country B,5921.85
1057,Country B,7326.96
1058,Country B,8714.21
1059,Country B,109796.38
1060,Country B,14796.31
1061,Country B,90939.69
1062,Country B,5491.04
1063,Country B,29285.3
1064,Country B,66000.59
1065,Country B,12041.39
1066,Country B,6856.67
1067,Country B,5520.78
1068,Country B,17031.28
1069,Country B,11289.29
1070,Country B,7575.38
1071,Country B,8220.84
1072,Country B,79719.41
1073,Country B,9565.51
1074,Country B,5231.87
1075,Country B,17274.11
1076,Country B,7008.87
1077,Country B,5409.59
1078,Country B,73323.06
1079,Country B,28263.78
1080,Country B,36914.74
1081,Country B,10864.21
1082,Country B,5134.44
1083,Country B,12040.29
1084,Country B,6614.04
1085,Country B,6795.53
1086,Country B,124416.14
1087,Country B,5247.29
1088,Country B,8634.76
1089,Country B,6849.58
1090,Country B,73779.33
1091,Country B,5393.48
1092,Country B,97500.24
1093,Country B,6224.6
1094,Country B,8739.56
1095,Country B,15808.84
1096,Country B,9057.85
1097,Country B,8648.81
1098,Country B,41849.56
1099,Country B,5398.45
1100,Country B,8227.04
1101,Country B,58387.74
1102,Country B,7057.91
1103,Country B,7500.06
1104,Country B,48767.85
1105,Country B,10256.19
1106,Country B,7355.31
1107,Country B,6005.68
1108,Country B,11294.64
1109,Country B,6251.71
1110,Country B,5624.59
1111,Country B,7595
1112,Country B,12223.01
1113,Country B,5314.48
1114,Country B,6460.64
1115,Country B,54907.57
1116,Country B,34574.84
1117,Country B,5949.46
1118,Country B,6116.77
1119,Country B,60271.15
1120,Country B,5439.7
1121,Country B,6640.03
1122,Country B,5465.44
1123,Country B,8603.6
1124,Country B,12502.93
1125,Country B,5859.24
1126,Country B,6135.26
1127,Country B,8664.18
1128,Country B,6214.72
1129,Country B,59145.27
1130,Country B,9857.77
1131,Country B,136364.51
1132,Country B,6497.38
1133,Country B,6769.94
1134,Country B,446623.45
1135,Country B,9627.15
1136,Country B,7839.69
1137,Country B,14940.11
1138,Country B,62058.9
1139,Country B,11654.51
1140,Country B,8681.02
1141,Country B,16635.12
1142,Country B,5256.53
1143,Country B,10260.61
1144,Country B,6809.14
1145,Country B,22665.87
1146,Country B,17172.05
1147,Country B,129568.78
1148,Country B,13154.14
1149,Country B,10785.56
1150,Country B,34422.45
1151,Country B,5746.91
1152,Country B,298801.54
1153,Country B,5135.29
1154,Country B,6040.22
1155,Country B,9119.07
1156,Country B,5304.97
1157,Country B,9679.03
1158,Country B,8964.67
1159,Country B,5865.8
1160,Country B,24519.38
1161,Country B,8809.19
1162,Country B,10341.26
1163,Country B,13049.04
1164,Country B,10050.47
1165,Country B,80113.65
1166,Country B,17086.77
1167,Country B,36037.19
1168,Country B,12064.9
1169,Country B,7197.51
1170,Country B,10521.43
1171,Country B,49156.97
1172,Country B,6928.98
1173,Country B,5742.61
1174,Country B,5659.42
1175,Country B,40944.61
1176,Country B,217727.71
1177,Country B,10559.97
1178,Country B,5119.25
1179,Country B,9150.39
1180,Country B,5023.37
1181,Country B,9217.66
1182,Country B,30920.58
1183,Country B,8273.26
1184,Country B,17339.3
1185,Country B,6611.27
1186,Country B,6164.44
1187,Country B,10016.3
1188,Country B,9657
1189,Country B,11047.21
1190,Country B,5467.18
1191,Country B,8231.1
1192,Country B,6895.35
1193,Country B,13033.46
1194,Country B,38765.61
1195,Country B,5286.65
1196,Country B,7073.52
1197,Country B,192808.59
1198,Country B,33265.96
1199,Country B,5772.02
1200,Country B,10074.02
1201,Country B,11046.73
1202,Country B,10369.4
1203,Country B,7142.19
1204,Country B,21959.41
1205,Country B,5828.57
1206,Country B,5389.38
1207,Country B,6081.94
1208,Country B,9087.28
1209,Country B,16437.03
1210,Country B,7108.29
1211,Country B,5271.03
1212,Country B,5085.18
1213,Country B,65063.29
1214,Country B,11534.36
1215,Country B,6030.24
1216,Country B,8437.13
1217,Country B,14062.69
1218,Country B,11036.59
1219,Country B,113438.09
1220,Country B,5764.91
1221,Country B,102428.08
1222,Country B,7249.78
1223,Country B,7832.05
1224,Country B,13743.48
1225,Country B,5057.62
1226,Country B,5886.07
1227,Country B,7710.01
1228,Country B,27963.6
1229,Country B,5638.45
1230,Country B,8064.65
1231,Country B,6076.18
1232,Country B,111334.63
1233,Country B,16331.14
1234,Country B,6371.19
1235,Country B,5879.77
1236,Country B,8774.8
1237,Country B,7391.42
1238,Country B,9332.16
1239,Country B,8007.36
1240,Country B,36909.69
1241,Country B,5808.84
1242,Country B,11032.08
1243,Country B,6257.47
1244,Country B,5221.1
1245,Country B,15842.64
1246,Country B,5883.78
1247,Country B,7236.57
1248,Country B,6080.53
1249,Country B,21570.92
1250,Country B,6386.3
